@relation ElectionsData

@attribute 'Vote' {"Yellows", "Reds", "Whites", "Blues", "Oranges", "Greens", "Greys", "Browns", "Pinks", "Purples"}
@attribute 'Occupation_Satisfaction' NUMERIC
@attribute 'Avg_monthly_expense_when_under_age_21' NUMERIC
@attribute 'AVG_lottary_expanses' NUMERIC
@attribute 'Most_Important_Issue' {"Education", "Foreign_Affairs", "Financial", "Healthcare", "Environment", "Military", "Social", "Other"}
@attribute 'Avg_Residancy_Altitude' NUMERIC
@attribute 'Looking_at_poles_results' {"Yes", "No"}
@attribute 'Yearly_ExpensesK' NUMERIC
@attribute 'Married' {"Yes", "No"}
@attribute 'Gender' {"Male", "Female"}
@attribute 'Voting_Time' {"By_16:00", "After_16:00"}
@attribute 'Financial_balance_score_(0-1)' NUMERIC
@attribute '%Of_Household_Income' NUMERIC
@attribute 'Avg_government_satisfaction' NUMERIC
@attribute 'Avg_education_importance' NUMERIC
@attribute 'Avg_environmental_importance' NUMERIC
@attribute 'Avg_Satisfaction_with_previous_vote' NUMERIC
@attribute 'Avg_monthly_income_all_years' NUMERIC
@attribute '%Time_invested_in_work' NUMERIC
@attribute 'Yearly_IncomeK' NUMERIC
@attribute 'Avg_monthly_expense_on_pets_or_plants' NUMERIC
@attribute 'Avg_monthly_household_cost' NUMERIC
@attribute 'Will_vote_only_large_party' {"Yes", "No"}
@attribute 'Phone_minutes_10_years' NUMERIC
@attribute 'Avg_size_per_room' NUMERIC
@attribute 'Weighted_education_rank' NUMERIC
@attribute '%_satisfaction_financial_policy' NUMERIC
@attribute 'Garden_sqr_meter_per_person_in_residancy_area' NUMERIC
@attribute 'Last_school_grades' NUMERIC
@attribute 'Age_group' {"Below_30", "30-45", "45_and_up"}
@attribute 'Number_of_differnt_parties_voted_for' NUMERIC
@attribute 'Political_interest_Total_Score' NUMERIC
@attribute 'Number_of_valued_Kneset_members' NUMERIC
@attribute 'Main_transportation' {"Motorcycle_or_truck", "Car", "Public_or_other", "Foot_or_bicycle"}
@attribute 'Occupation' {"Industry_or_other", "Public_Sector", "Hightech", "Student_or_Unemployed", "Services_or_Retail"}
@attribute 'Overall_happiness_score' NUMERIC
@attribute 'Num_of_kids_born_last_10_years' NUMERIC
@attribute 'Financial_agenda_matters' {"Yes", "No"}

@data
"Yellows",9,838.547819778241,117941.774998991,"Education",279.51593992608,"No",421.950086389283,"Yes","Male","After_16:00",0.70811425941065,0.99813314084895,0.825333197135478,6.99763245414943,9.90180384600535,9.81061426922679,4399,73.4203158179298,565.567413152335,5350.6356901975,64501.3853672542,"Yes",178041.875403923,23.7816612782273,640690.288632404,46.7542270198464,78418.6766126862,100,"45_and_up",4,813.876133659716,4,"Motorcycle_or_truck","Hightech",525.340906367373,4,"No"
"Yellows",4,161.174439608494,18243.2910587769,"Social",53.7248132028315,"No",339.569185469321,"Yes","Male","By_16:00",0.300663437927142,0.0945522678084671,9.39811327960342,8.80801788531244,0.462222225032747,4.54784310888499,7280,82.9038191819564,594.737591080798,4585.16703685481,67311.5291735805,"Yes",115307.231720298,24.387242383689,708382.123489179,89.5537069998682,2950.08036688197,70,"30-45",1,872.695657783524,19,"Public_or_other","Student_or_Unemployed",606.949814527747,0,"No"
"Greens",7,106.677403538137,23792.5683728802,"Foreign_Affairs",35.5591345127124,"No",669.098635243058,"No","Male","After_16:00",0.670420182403177,0.718780951807275,1.20391400065273,8.5514268418774,7.74869305314496,8.90423655742779,?,35.3860447648913,949.957822024219,8590.90199647902,96561.6814169834,"Yes",447692.983684123,30.8213857901331,1805918.40757463,93.4020604938269,1310.01118180588,40,"45_and_up",3,1121.66274803988,10,"Public_or_other","Student_or_Unemployed",399.58168938756,0,"Yes"
"Oranges",4,411.875317459011,109100.769362746,"Education",137.291772486337,"No",794.663564953272,"No","Male","By_16:00",0.14359368593432,0.393415939295664,5.89997210307047,1.79004802135751,8.76199514837936,1.33772460743785,6145,59.2961488990113,873.753963135047,9694.14357580282,99843.1934130122,"Yes",631490.181464244,29.5593295447486,1528411.14391675,?,18996.3225649264,100,"Below_30",1,1223.09700501258,17,"Motorcycle_or_truck","Public_Sector",714.504163391424,0,"No"
"Greys",9,42.0065362901864,6690.16516481855,"Social",14.0021787633955,"No",477.794583105024,"Yes","Female","By_16:00",0.132629273226485,0.346992575097829,3.54068397078663,5.10372177930549,7.41746411891654,4.42229107720777,5782,43.1208164896816,649.106203415164,6076.15823788056,77724.6916727454,"Yes",228287.663644503,25.4775627447989,843933.942402278,56.3436418771744,220.063188885479,70,"30-45",4,1016.18563892212,9,"Foot_or_bicycle","Industry_or_other",768.421195075949,1,"No"
"Reds",1,317.785131434392,67613.9789587551,"Social",105.928377144797,"No",638.29901657354,"No","Male","After_16:00",0.01792266452685,0.412344603799284,7.97844809945673,7.13378997286782,8.52706840028986,8.99237784557045,4014,56.0502578970045,704.334702728076,7791.65957119155,84389.5794487932,"Yes",407425.634558748,26.5393048652009,993570.512035397,57.6818767935038,11336.7494616752,70,"45_and_up",1,1071.46417647777,14,"Motorcycle_or_truck","Student_or_Unemployed",747.466084730304,0,"No"
"Yellows",10,173.626994552092,19192.9911317039,"Environment",57.8756648506972,"No",331.624546883675,"Yes","Female","After_16:00",0.621602931059897,0.866842054761946,9.30944001534954,7.63039006851614,0.879676127806306,9.8435258329846,9452,55.7509642560035,?,4487.77008650077,66679.8507924785,"Yes",109974.840095803,24.2025269100565,687193.165477592,90.5941892415285,3417.46824676093,90,"Below_30",4,868.636549787075,16,"Public_or_other","Hightech",616.576034299801,0,"No"
"Reds",3,425.830730380913,86900.099916219,"Financial",141.943576793638,"No",612.215796439717,"No","Male","After_16:00",0.884977548616007,0.61995576415211,7.34717159997672,8.20898856734857,6.57755607971922,3.71374410577118,6258,6.85792041476816,677.522687864204,7477.20334012558,79998.7453869771,"Yes",374808.181410318,26.0292659878108,919365.299277839,76.1238781735301,20299.9225697649,60,"30-45",3,1005.54116868622,18,"Foot_or_bicycle","Hightech",669.098339928938,1,"No"
"Oranges",5,109.595444109526,14434.8212691883,"Education",36.5318147031755,"No",395.130145777663,"Yes","Female","By_16:00",0.312040851684287,0.928693963680416,3.35729723563418,4.68769859522581,4.83414547052234,2.53670049598441,5884,45.5118807964027,549.877941568018,5051.05734091266,68183.3912364491,"Yes",156127.832102277,23.4494763602094,605896.455019452,31.1576500767842,1381.10530021032,100,"30-45",1,914.314975745231,14,"Car","Hightech",759.823627512496,0,"No"
"Greys",10,482.594339733962,73410.7785301873,"Financial",160.864779911321,"No",456.350846783591,"Yes","Male","By_16:00",0.847674989374354,0.0682698676828295,9.55416596960276,3.54713581502438,3.37379146832973,8.33915670169517,9288,46.406632871367,626.523732414106,5816.55593266412,74529.6718636015,"Yes",208256.095360101,25.0304560968055,786254.23013669,22.288096207194,26048.342195829,60,"45_and_up",1,971.458810702184,6,"Car","Hightech",723.904733702259,0,"No"
"Yellows",7,503.444773343109,66185.4520029907,"Environment",167.814924447703,"No",394.39550576812,"Yes","Male","After_16:00",0.160556474002078,0.943619676167145,4.47581751272082,1.64305401267484,2.28455039905384,8.64842962706462,9375,48.2309060171247,604.331903792694,5152.61886526659,68636.4788288893,"Yes",155547.814970091,24.5831630144026,731429.156386016,16.0522631835192,?,90,"45_and_up",3,878.668762412318,4,"Foot_or_bicycle","Hightech",590.660996844162,0,"No"
"Yellows",7,628.065734664814,79932.1829297903,"Social",209.355244888271,"No",381.801673860373,"Yes","Female","By_16:00",0.155276863835752,0.736159754917026,5.73506603948772,4.25120198633522,4.79069097200409,4.95539390482008,4386,49.8495843959972,600.014368474966,5018.04547555366,69834.2871997496,"Yes",145772.518162583,24.4951907213429,721093.35204695,1.06468971353024,44048.9738071164,70,"Below_30",?,911.725909146681,10,"Motorcycle_or_truck","Hightech",667.065620266349,0,"No"
"Yellows",5,79.360905204368,10954.8628882694,"Environment",26.4536350681227,"No",414.115597348293,"Yes","Male","By_16:00",0.784278805600479,0.273801876232028,0.0463545485399663,4.73784012487158,4.35541402781382,9.10176882753149,6194,76.1025941232219,569.03965104728,5279.23527557749,67860.2168060138,"Yes",171491.727967134,23.854551998461,648701.454941338,8.43269631732255,736.248443385533,90,"Below_30",1,886.092453662391,20,"Car","Hightech",665.090415970019,1,"No"
"Reds",4,429.02741385385,84284.2370994998,"Healthcare",143.009137951283,"No",589.362598131397,"No","Female","After_16:00",0.0799562020692974,0.603597061010078,7.90478190639988,1.61192210623994,9.27828726824373,8.34966803900898,9697,55.9200840303674,706.352557301953,7306.33109591788,83454.6085487516,"Yes",347348.272076191,26.5772940176752,999203.199959817,9.6248546615243,20604.6226755205,80,"Below_30",1,1062.63703521885,15,"Motorcycle_or_truck","Services_or_Retail",735.966947667896,0,"No"
"Reds",5,93.0507725258197,11763.825759526,"Financial",31.0169241752732,"No",379.271190561962,"Yes","Female","After_16:00",0.661220098147169,0.714862215798348,3.99225663859397,1.97890359675512,8.65426416043192,6.83842116966844,9929,66.6256545111537,722.01035622097,5236.73261806156,83774.1409403649,"Yes",143846.635990288,26.8702503937155,1043837.86287571,31.9448820780963,1003.06650946992,60,"45_and_up",3,1113.07779189711,20,"Motorcycle_or_truck","Hightech",850.682704484087,5,"No"
"Oranges",5,147.688000615583,21073.27946337,"Healthcare",49.2293335385278,"No",428.063472500145,"Yes","Female","By_16:00",0.815004993695766,0.720444288337603,0.710741139482707,9.04930758755654,1.64468943374231,9.57337625324726,5902,60.5906825279817,574.584475914663,5429.80367683077,70366.4220245294,"Yes",183238.336488882,23.9704917745686,661477.163610619,35.4053760878742,2482.75661418614,80,"30-45",1,932.162482504819,10,"Foot_or_bicycle","Public_Sector",744.460213863216,1,"No"
"Yellows",2,279.781179969602,42132.6221593678,"Education",93.2603933232005,"No",451.774013147835,"Yes","Male","By_16:00",0.324924137908965,0.743471344001591,8.87308757519349,0.250726654194295,0.461007179692388,9.90534733049572,3380,94.1188551485538,613.382035196563,5744.50420187147,74566.3474668679,"Yes",204099.7589557,24.7665507327234,753711.408670279,95.9365570684895,8800.76135612126,100,"45_and_up",3,984.517459679291,4,"Car","Hightech",774.592453375201,0,"No"
"Pinks",4,91.4940759638382,26994.5270396815,"Other",30.4980253212794,"No",885.123766385183,"No","Female","By_16:00",0.169873106991872,0.668299938319251,1.95093472255394,5.03658263245597,2.9283132776618,0.818775412626565,3807,29.2415360920131,774.821756640449,10400.8811771327,?,"Yes",783444.081819891,27.8356202848158,1202483.42649114,69.0978573169559,970.62757381868,50,"30-45",3,1231.24875659853,16,"Car","Student_or_Unemployed",890.793597967224,4,"Yes"
"Yellows",1,369.916327862771,44969.3112631768,"Education",123.305442620924,"No",364.698510522568,"Yes","Male","After_16:00",0.0433789456728846,0.21718718088232,1.94700116990134,2.55752224009484,3.30592192476615,2.02632561326027,3700,61.6051217773929,564.213503940902,4775.41211310748,65187.6805201247,"Yes",133005.00357738,23.7531788176004,637650.660026714,22.604140592739,15337.5376225628,100,"45_and_up",3,845.36473342448,2,"Public_or_other","Public_Sector",602.205457650822,0,"No"
"Yellows",3,218.467628432919,25938.8104489667,"Education",72.8225428109731,"No",356.192045041555,"Yes","Female","After_16:00",0.407982069300488,0.706860774662346,0.422922952566296,4.67004418605939,1.46828054450452,7.04299518140033,4187,12.9752384964377,562.826714777681,4687.57387997091,64051.5483706172,"Yes",126872.772950885,23.7239692036911,634477.933189599,29.2090850882232,5385.94528426699,100,"30-45",1,824.122952645292,16,"Foot_or_bicycle","Hightech",563.919409682446,0,"No"
"Oranges",3,255.063840316465,36235.1478267845,"Healthcare",85.0212801054883,"No",426.189158547443,"Yes","Female","After_16:00",0.873564053559676,0.659993295324966,2.96879838686436,0.554920502472669,2.85266526741907,8.64244797965512,3844,99.8879000544548,570.214578729985,5402.3207429344,70543.3442567754,"Yes",181637.198863377,23.8791662067582,651494.258240675,66.4309238549322,7323.63935088138,80,"Below_30",2,940.18078156108,4,"Public_or_other","Public_Sector",768.737489698698,5,"No"
"Blues",9,136.606008004437,17780.8279774887,"Healthcare",45.5353360014789,"No",390.48417204852,"Yes","Female","By_16:00",0.168620274169371,0.535919203422964,5.41710891993716,6.97040968574584,3.45920517807826,4.08875346416607,8377,0.953241460956633,544.342163278023,4993.52604704125,63040.7874971341,"Yes",152477.888620418,23.3311414911063,593576.186638621,60.6168744154274,2129.00216076906,80,"45_and_up",1,808.416875243494,20,"Foot_or_bicycle","Student_or_Unemployed",558.921022176843,0,"No"
"Purples",1,928.121600934753,194798.954546659,"Environment",309.373866978251,"Yes",629.655492396044,"No","Male","After_16:00",0.791160370921716,0.406305845826864,8.68024559924379,8.11578172259033,9.65742495143786,2.43661009008065,3345,3.35495977196842,709.993069323618,7716.54106260767,77311.0326586022,"No",396466.039104504,26.6456951368062,1009246.38306502,8.09143967926502,96031.5634360548,90,"30-45",2,915.164610369557,5,"Motorcycle_or_truck","Industry_or_other",426.410597477393,4,"Yes"
"Yellows",2,478.989213669582,71495.3507399163,"Healthcare",159.663071223194,"No",447.788898160255,"Yes","Female","After_16:00",0.448387367418036,0.357869351049885,5.74600985506549,0.830922205932438,4.99238609569147,4.82868944294751,3782,72.7530195843428,604.200815922477,5686.2906134475,70786.5752753619,"Yes",200514.897315575,24.5804966573598,731220.175548448,81.528967898339,25661.9593836459,80,"Below_30",1,911.126987903632,20,"Car","Student_or_Unemployed",645.134727514755,1,"No"
"Reds",2,248.818948916801,49000.0549612069,"Social",82.9396496389338,"No",590.791680149625,"No","Male","By_16:00",0.999777518212795,0.846214792924002,4.23712744610384,1.29746591672301,3.71994880028069,7.7157767675817,6680,31.0257086763158,616.167019750331,7140.25084099691,74877.9884615196,"Yes",349034.809334016,24.8227117726958,760600.087106549,92.9995887679979,6971.92513186802,70,"30-45",3,951.480970984816,9,"Public_or_other","Public_Sector",675.70297038911,1,"No"
"Blues",5,417.435315634856,59048.3038301116,"Social",139.145105211619,"No",424.364937166191,"Yes","Female","After_16:00",0.748600166058168,0.144426414510235,6.20228089857846,6.44439951283857,5.84906510077417,4.89102598512545,6199,89.2530532320961,568.398149426665,5380.44567051524,66977.5380212258,"Yes",180085.599896065,23.8411021017625,647208.646268971,55.5963717401028,19510.5054095641,70,"30-45",3,864.67922244556,11,"Motorcycle_or_truck","Industry_or_other",621.368788489885,3,"No"
"Yellows",5,451.763029949618,56146.6394145691,"Healthcare",150.587676649873,"No",372.850160542115,"Yes","Female","After_16:00",0.442631679121405,0.978009115206078,9.10759005462751,5.61500991694629,0.899249764624983,9.87988070584834,7019,91.3511372404173,575.38913359476,4879.27987261067,65216.1171934438,"Yes",139017.242216281,23.987270240583,663086.70522521,52.2635584929958,22837.2360354565,80,"45_and_up",3,834.407709694866,2,"Public_or_other","Industry_or_other",558.54494681074,0,"No"
"Yellows",7,65.5599524146562,12251.0934946739,"Environment",21.8533174715521,"No",560.605661388571,"No","Female","After_16:00",0.787868782412261,0.853189399233088,7.87266691215336,7.92145250830799,6.23588376911357,8.79364929161966,5743,15.1661131996661,656.118147176357,6918.29290823843,81173.7687932495,"Yes",314278.707580917,25.6148032820156,862385.435281638,63.0614795256406,509.420801983995,90,"45_and_up",2,1062.95865458747,9,"Motorcycle_or_truck","Student_or_Unemployed",832.783511979794,0,"No"
"Yellows",9,837.896874667983,108464.585773984,"Education",279.298958222661,"No",388.345830089042,"Yes","Female","After_16:00",0.237790295155719,0.0891780897509307,1.1971393530257,4.40370333613828,4.1676766378805,7.8828064724803,3425,94.5626134052873,624.523446138675,5132.50519316777,72012.2506906477,"Yes",150812.483747547,24.9904671052519,781129.089118206,28.0895512551069,78297.2070224865,100,"Below_30",1,936.742551665015,8,"Motorcycle_or_truck","Public_Sector",671.673734262605,1,"No"
"Reds",3,321.320875950791,60876.7408348194,"Social",107.106958650264,"No",568.373349425411,"No","Male","After_16:00",0.957664706744254,0.360951120499521,5.60245164204389,5.82964091794565,0.531459439080209,6.89291045535356,3051,81.9190504495054,674.84208120591,7033.41765666593,80105.7204519166,"Yes",323048.264337061,25.977722787148,912117.521047952,80.4562313714996,11589.0075499596,70,"30-45",2,1021.93449096725,4,"Motorcycle_or_truck","Public_Sector",715.478565878775,0,"No"
"Whites",10,68.8231343589223,7498.10606197255,"Foreign_Affairs",22.9410447863074,"No",326.842396752909,"Yes","Male","By_16:00",0.640884251333773,0.209403957007453,2.67772675957531,6.05368246790022,9.20652070315555,6.62965774070472,7728,86.3364467630163,507.003523082885,4282.43101369486,67967.7720615174,"Yes",106825.952315186,22.5167387310615,515392.038080193,28.1971959630027,559.232580673672,40,"45_and_up",5,964.012833712651,6,"Car","Industry_or_other",950.050846525527,0,"Yes"
"Blues",10,737.607392941032,142007.401218525,"Social",245.869130980344,"No",577.573120514581,"No","Female","After_16:00",0.821717796847224,0.365449715638533,2.64452936360613,1.74399375449866,8.25304471189156,2.84387276275083,6749,64.2444709781557,596.040425833369,6967.81205681254,72960.5050509487,"Yes",333590.70954095,24.4139391707559,711788.061486002,4.40290970727801,60707.4987000098,70,"Below_30",3,930.248650421737,13,"Motorcycle_or_truck","Industry_or_other",672.109910240494,1,"No"
"Browns",10,1651.81243159055,225819.661461806,"Social",550.604143863516,"Yes",410.130697305073,"Yes","Male","After_16:00",0.117487274575979,0.103120032930747,4.77364229038358,9.48750257026404,4.35529093956575,3.8966976897791,7652,41.4310313761234,481.019185116321,5063.34534328337,52184.8630008799,"No",168207.188871945,21.9321495781038,463471.700394521,86.3848844543099,303725.527383539,70,"45_and_up",2,620.258734974065,20,"Car","Services_or_Retail",292.656797277739,0,"No"
"Yellows",1,610.549002048953,91509.5119535021,"Environment",203.516334016318,"No",449.642100698242,"Yes","Female","After_16:00",0.0204179249703884,0.152900774031878,1.77566545084119,4.13725425256416,9.37154832994565,3.50446596043184,3472,45.0147417141125,620.1192486161,5736.65950421462,74543.6791373134,"Yes",202178.018720328,24.9021936506827,770307.155958489,51.0091467062011,41632.4145454577,90,"30-45",1,978.945958523342,11,"Public_or_other","Industry_or_other",751.748849398056,0,"No"
"Browns",2,1388.37023819757,28517.4746134776,"Environment",462.790079399189,"Yes",61.6207561114968,"Yes","Male","By_16:00",?,0.0247323892544955,6.33946772199124,4.23986995825544,6.48651240859181,2.04277861164883,6716,66.5510979713872,275.224491362241,1166.65654383945,42893.3031261559,"No",3797.11758375256,16.5898912402174,152430.739915288,82.1606934303418,214647.447669707,90,"30-45",0,684.90305182154,15,"Motorcycle_or_truck","Services_or_Retail",862.077867968747,0,"No"
"Reds",9,633.84233159053,81503.5424957056,"Healthcare",211.280777196843,"No",385.759384157184,"Yes","Male","By_16:00",0.522207772359252,0.476914015831426,9.28697448689491,7.04328108113259,4.85851284582168,6.26126974122599,5412,6.33556856773794,711.251743880782,5280.09732933341,82851.9228664469,"Yes",148810.30246533,26.6693034007411,1012997.05763651,40.4987060697749,44860.847590099,80,"Below_30",1,1100.3084606326,10,"Motorcycle_or_truck","Services_or_Retail",843.211905448355,0,"No"
"Browns",10,1380.04616524971,168243.562208339,"Education",460.015388416571,"Yes",365.734639415986,"Yes","Male","By_16:00",0.860557846492156,0.247441404731944,3.861961401999,3.5779486852698,9.46063138078898,2.14070764370263,3377,89.7483808454126,529.467402539956,4716.28119923977,53980.4547676584,"No",133761.826468741,23.0101586813293,561282.220287465,20.1961572514847,212084.172968465,100,"45_and_up",3,630.606597844736,1,"Foot_or_bicycle","Student_or_Unemployed",235.024943234354,0,"No"
"Oranges",3,415.422764001098,60361.8390040423,"Social",138.474254667033,"No",435.906581690474,"Yes","Male","After_16:00",0.961546480888501,0.301478331210092,0.114273997023702,1.75074060214683,7.43803804507479,3.72552436543629,6288,81.8727027392015,574.675430186377,5508.41667727749,70577.9000446869,"Yes",190014.547961073,23.9723889127967,661697.148168487,35.112609830685,19323.5934602572,70,"30-45",1,934.569278837628,7,"Car","Services_or_Retail",747.541467001682,1,"No"
"Blues",2,452.575660560161,86263.1927632877,"Education",150.858553520054,"No",571.815059540662,"No","Female","After_16:00",0.113313098903745,0.749847165308893,9.37029927736148,1.98116059415042,5.89558557374403,6.89617318799719,8056,24.6359942946583,663.892114526422,7045.93482445947,77963.8967842862,"Yes",326972.462317491,25.7661039842352,882745.193285921,29.3007486965507,22919.161723683,100,"30-45",1,983.633791853525,16,"Foot_or_bicycle","Student_or_Unemployed",657.898765651356,0,"No"
